Code,Updated name,E1,E2,E3,P,Total reports,FES,References
528,Chroogomphus tomentosus,4,0,0,0,4,E1,"(Arora, 1991; Hongo & Izawa, 1994; Seok, Jin, Kwon, Kim, & Kim, 2013; Yamada, 2002)"
529,Chroogomphus vinicolor,4,0,0,0,4,E1,"(Arora, 1991; Park & Lee, 2011; MycoWeb, 2020; Secretariat of Environment and Natural Resources, 2020)"
530,Cibaomyces glutinis,1,0,0,0,1,E1,"(Wu, et al., 2019)"
531,Ciboria americana,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
532,Ciboria batschiana,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
533,Ciborinia camelliae,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
534,Circinaria esculenta,1,0,0,0,1,E1,"(Kirk, Cannon, David, & Stalpers, 2001)"
535,Cladonia stellaris,1,0,0,0,1,E1,"(Marles, Clavelle, Monteleone, Tays, & Burns, 2000)"
536,Clathrus archeri,2,0,0,2,4,E2,"(Chen, Yang, Bau, & Li, 2016; Park & Lee, 2011; Seok, Jin, Kwon, Kim, & Kim, 2013; Wu, et al., 2019)"
537,Clathrus columnatus,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
538,Clavaria acuta,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
539,Clavaria argillacea,1,0,0,0,1,E1,"(Morales, Bran, & Cáceres, 2010)"
540,Clavaria fragilis,10,0,0,0,10,E1,"(Adhikari & Durrieu, 1996; Chang & Mao, 1995; Cooke, 1891; Das, 2009; Hongo & Izawa, 1994; Mao, 2000; Secretariat of Environment and Natural Resources, 2020; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019; Yamada, 2002)"
541,Clavaria fumosa,2,0,0,0,2,E1,"(Mao, 2000; Yamada, 2002)"
542,Clavaria gelatinosa,1,0,0,0,1,E1,"(Pérez-Moreno, Lorenzana-Fernández, Carrasco-Hernández, & Yescas-Pérez, 2010)"
543,Clavaria versatilis,1,0,0,0,1,E1,"(Ramírez-Carbajal, 2017)"
544,Clavaria zollingeri,5,0,0,0,5,E1,"(Cooke, 1891; Hongo & Izawa, 1994; Mao, 2000; Wu, et al., 2019; Yamada, 2002)"
545,Clavariadelphus cokeri,1,0,0,0,1,E1,"(Secretariat of Environment and Natural Resources, 2020)"
546,Clavariadelphus flavoimmaturus,1,0,0,0,1,E1,"(Gennari, 2000)"
547,Clavariadelphus himalayensis,1,0,0,0,1,E1,"(Wu, et al., 2019)"
548,Clavariadelphus ligula,4,0,1,0,5,E1,"(Hongo & Izawa, 1994; Mao, 2000; Seok, Jin, Kwon, Kim, & Kim, 2013; Wu, et al., 2019; Yamada, 2002)"
549,Clavariadelphus pallidoincarnatus,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
550,Clavariadelphus pistillaris,8,1,1,2,12,E1,"(Chen, Yang, Bau, & Li, 2016; Cooke, 1891; Dimitrijevic et al., 2019; Gennari, 2000; Iordanov, Vanev, & Fakirova, 1978; Mao, 2000; Secretariat of Environment and Natural Resources, 2020; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019; Yamada, 2002)"
551,Clavariadelphus sachalinensis,2,0,0,0,2,E1,"(Vasil'eva, 1978; Wu, et al., 2019)"
552,Clavariadelphus truncatus,9,0,1,0,10,E1,"(Arora, 1991; Gennari, 2000; Gerhardt, 2001; Hongo & Izawa, 1994; Mao, 2000; Secretariat of Environment and Natural Resources, 2020; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019)"
553,Clavariadelphus unicolor,1,0,0,0,1,E1,"(Secretariat of Environment and Natural Resources, 2020)"
554,Clavariadelphus yunnanensis,1,0,0,0,1,E1,"(Wu, et al., 2019)"
555,Clavulina albiramea,4,0,0,0,4,E1,"(Buyck, 1994b; De-Kesel, Kasongo, & Degreef, 2017; Degreef, Malaisse, Rammeloo, & Baudart, 1997; Rammeloo & Walleyn, 1993)"
556,Clavulina amethystina,1,0,0,0,1,E1,"(Vasil'eva, 1978)"
557,Clavulina cinerea,9,0,0,0,9,E1,"(Adhikari, 1999; Cooke, 1891; Flores, 2002; Gerhardt, 2001; Park & Lee, 2011; Secretariat of Environment and Natural Resources, 2020; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019; Zamora-Martinez, Reygadas, & Cifuentes, 1994)"
558,Clavulina coralloides,14,0,1,0,15,E1,"(Adhikari, 1999; Adhikari & Durrieu, 1996; Chang & Mao, 1995; Cooke, 1891; Gerhardt, 2001; Hongo & Izawa, 1994; Park & Lee, 1999; Reudillh, 2004; Schmeda-Hirschmann, Razmilic, Reyes, Gutierrez, & Loyola, 1999a; Sharma, 2018; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a; Wang & Liu, 2002; Wu, et al., 2019; Yamada, 2002)"
559,Clavulina craterelloides,1,0,0,0,1,E1,"(Henkel, Aime, Chin, & Andrew, 2004)"
560,Clavulina reae f. sublilascens,1,0,0,0,1,E1,"(Pérez-Moreno, Lorenzana-Fernández, Carrasco-Hernández, & Yescas-Pérez, 2010)"
561,Clavulina rugosa,8,0,0,0,8,E1,"(Cooke, 1891; Gerhardt, 2001; Mao, 2000; Park & Lee, 2011; Reudillh, 2004; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019; Zamora-Martinez, Reygadas, & Cifuentes, 1994)"
562,Clavulina wisoli,1,0,0,0,1,E1,"(Härkönen, Niemelä, & Mwasumbi, 2003)"
563,Clavulinopsis amoena,1,0,0,0,1,E1,"(Wu, et al., 2019)"
564,Clavulinopsis corniculata,2,0,0,0,2,E1,"(Cooke, 1891; Wu, et al., 2019)"
565,Clavulinopsis fusiformis,5,0,0,0,5,E1,"(Adhikari & Durrieu, 1996; Hongo & Izawa, 1994; Park & Lee, 2011; Wu, et al., 2019; Yamada, 2002)"
566,Clavulinopsis helvola,5,0,0,0,5,E1,"(Chang & Mao, 1995; Hongo & Izawa, 1994; Park & Lee, 2011; Wu, et al., 2019; Yamada, 2002)"
567,Clavulinopsis laeticolor,1,0,0,0,1,E1,"(Seok, Jin, Kwon, Kim, & Kim, 2013)"
568,Clavulinopsis luteoalba,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
569,Clavulinopsis miyabeana,4,1,0,0,5,E2,"(Chang & Mao, 1995; Hongo & Izawa, 1994; Mao, 2000; Wu, et al., 2019; Yamada, 2002)"
570,Clavulinopsis sulcata,1,0,1,0,2,E1,"(Bouriquet, 1970; Wu, et al., 2019)"
571,Climacocystis borealis,2,0,0,0,2,E1,"(Montoya-Esquivel, 1998; Montoya, et al., 2019)"
572,Climacodon pulcherrimus,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
573,Climacodon roseomaculatus,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
574,Climacodon septentrionalis,3,0,0,0,3,E1,"(Saito, 2006; Seok, Jin, Kwon, Kim, & Kim, 2013; Wu, et al., 2019)"
575,Clitocella popinalis,1,0,1,0,2,E1,"(Cooke, 1891; Hongo & Izawa, 1994)"
576,Clitocybe brumalis,1,0,0,0,1,E1,"(Cooke, 1891)"
577,Clitocybe catinus,3,0,0,0,3,E1,"(Cooke, 1891; Mao, 2000; Wu, et al., 2019)"
578,Clitocybe costata,1,0,0,0,1,E1,"(Gerhardt, 2001)"
579,Clitocybe dealbata,1,0,0,11,12,P,"(Arora, 1991; Chen, Yang, Bau, & Li, 2016; Cooke, 1891; Hall, Buchanan, Wang, & Cole, 1998; Lincoff & Mitchel, 1977; Locsmándi-Vasas, 1995; Mao, 2000; Martins, 2004; Schenk-Jaeger et al., 2012; Sergeeva, 2000; Zerova & Rozhenko, 1988)"
580,Clitocybe eccentrica,1,0,0,0,1,E1,"(Wang & Liu, 2002)"
581,Clitocybe fasciculata,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
582,Clitocybe fragrans,3,0,1,4,8,E2,"(Arora, 1991; Chang & Mao, 1995; Chen, Yang, Bau, & Li, 2016; Cooke, 1891; Gerhardt, 2001; Mao, 2000; Wu, et al., 2019)"
583,Clitocybe griseifolia,1,0,0,0,1,E1,"(Wu, et al., 2019)"
584,Clitocybe hypocalamus,1,0,0,0,1,E1,"(Burkhill, 1935)"
585,Clitocybe infundibuliformis,2,0,0,0,2,E1,"(Karun & Sridhar, 2017; Wu, et al., 2019)"
586,Clitocybe multiceps,1,0,0,0,1,E1,"(Doyungan, 1990)"
587,Clitocybe nebularis,14,4,2,3,23,E2,"(Burkhill, 1935; Campos, 1998; Cooke, 1891; Gennari, 2000; Gerhardt, 1994; Gerhardt, 2001; Hall, Buchanan, Wang, & Cole, 1998; Hongo & Izawa, 1994; Imazeki, Hongo, & Otani, 2011; Iordanov, Vanev, & Fakirova, 1978; Jo, Hossain, & Park, 2014; Laessoe & del-Conte, 1996; Locsmándi-Vasas, 1995; Mao, 2000; Martínez, Oria-de-Rueda, & Martínez, 1997; Martins, 2004; Reudillh, 2004; Secretariat of Environment and Natural Resources, 2020; Sergeeva, 2000; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019; Zerova & Rozhenko, 1988)"
588,Clitocybe odora,17,0,0,0,17,E1,"(Arora, 1991; Gennari, 2000; Gerhardt, 2001; Hongo & Izawa, 1994; Imazeki, Hongo, & Otani, 2011; Iordanov, Vanev, & Fakirova, 1978; Laessoe & del-Conte, 1996; Locsmándi-Vasas, 1995; Mao, 2000; Podgornik, 2005; Reudillh, 2004; Secretariat of Environment and Natural Resources, 2020; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019; Zervakis, 2003)"
589,Clitocybe phyllophila,2,0,1,11,14,P,"(Cooke, 1891; Gennari, 2000; Gerhardt, 2001; Hall, Stephenson, Buchanan, Wang, & Cole, 2003; Lima, Fortes, Novaes, & Percário, 2012; Locsmándi-Vasas, 1995; Mao, 2000; Martins, 2004; Mendoza, 1938; Sergeeva, 2000; Vasil'eva, 1978; Wu, et al., 2019; Zerova & Rozhenko, 1988)"
590,Clitocybe rivulosa,0,0,1,6,7,P,"(Gerhardt, 1994; Gerhardt, 2001; Hall, Buchanan, Wang, & Cole, 1998; Irwin & Leech, 2014; Laessoe & del-Conte, 1996; Reudillh, 2004; Swenberg, Kelleher, & Schwarting, 1967; Zerova & Rozhenko, 1988)"
591,Clitocybe robusta,5,0,0,0,5,E1,"(Hongo & Izawa, 1994; Imazeki, Hongo, & Otani, 2011; Mao, 2000; Park & Lee, 2011; Wu, et al., 2019)"
592,Clitocybe squamulosa,3,0,0,0,3,E1,"(Díaz-Talamantes, Burrola-Aguilar, Aguilar-Miguel, & Mata, 2017; Gerhardt, 2001; Montoya-Esquivel, 1998)"
593,Clitocybe suaveolens,3,0,0,0,3,E1,"(Secretariat of Environment and Natural Resources, 2020; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a)"
594,Clitocybe truncicola,1,0,0,0,1,E1,"(Hall, Stephenson, Buchanan, Wang, & Cole, 2003)"
595,Clitocybe wutaishanensis,1,0,0,0,1,E1,"(Wu, et al., 2019)"
596,Clitocybula esculenta,2,0,0,0,2,E1,"(Hongo & Izawa, 1994; Nagasawa & Redhead, 1988)"
597,Clitocybula familia,1,0,0,0,1,E1,"(Sáenz, Lizano, & Nassar, 1983)"
598,Clitocybula tarnensis,1,0,0,0,1,E1,"(Singer, 1953)"
599,Clitopaxillus alexandri,1,0,0,0,1,E1,"(Gennari, 2000)"
600,Clitopilus caelatus,1,0,0,0,1,E1,"(Seok, Jin, Kwon, Kim, & Kim, 2013)"
601,Clitopilus caespitosus,1,0,0,0,1,E1,"(Mao, 2000)"
602,Clitopilus geminus,3,0,0,0,3,E1,"(Cooke, 1891; Gerhardt, 2001)"
603,Clitopilus lignyotus,1,0,0,0,1,E1,"(Seok, Jin, Kwon, Kim, & Kim, 2013)"
604,Clitopilus prunulus,18,0,2,0,20,E1,"(Chang & Mao, 1995; Cooke, 1891; Das, 2009; Gennari, 2000; Gerhardt, 1994; Gerhardt, 2001; Hongo & Izawa, 1994; Iordanov, Vanev, & Fakirova, 1978; Laessoe & del-Conte, 1996; Locsmándi-Vasas, 1995; Mao, 2000; Martins, 2004; MycoWeb, 2020; Reudillh, 2004; Secretariat of Environment and Natural Resources, 2020; Seok, Jin, Kwon, Kim, & Kim, 2013; Sergeeva, 2000; Vasil'eva, 1978; Wu, et al., 2019; Zerova & Rozhenko, 1988)"
605,Clitopilus scyphoides,1,0,0,0,1,E1,"(Seok, Jin, Kwon, Kim, & Kim, 2013)"
606,Collybia alboflavida,1,0,0,0,1,E1,"(Chang & Mao, 1995)"
607,Collybia attenuata,2,0,0,0,2,E1,"(Rammeloo & Walleyn, 1993; Walleyn & Rammeloo, 1994)"
608,Collybia cookei,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
609,Collybia neofusipes,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
610,Collybia piperata,1,0,0,0,1,E1,"(Rammeloo & Walleyn, 1993)"
611,Collybia pseudocalopus,2,0,0,0,2,E1,"(Prance, 1984; Timm, 2018)"
612,Collybia reineckeana,1,0,0,0,1,E1,"(Doyungan, 1990)"
613,Coltricia cinnamomea,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
614,Coltricia montagnei,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
615,Coltriciella dependens,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
616,Coltriciella pusilla,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
617,Coniophora puteana,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
618,Connopus acervatus,6,0,2,0,8,E1,"(Chang & Mao, 1995; Doyungan, 1990; Gerhardt, 2001; Mao, 2000; Mendoza, 1938; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019)"
619,Conocybe apala,0,0,1,3,4,P,"(Chang & Mao, 1995; Hongo & Izawa, 1994; Mao, 2000; Walton, Hallen‐Adams, & Luo, 2010)"
620,Conocybe tenera,0,0,1,2,3,P,"(Chang & Mao, 1995; Hongo & Izawa, 1994)"
621,Cookeina colensoi,2,0,0,0,2,E1,"(Ruan-Soto, et al., 2017)"
622,Cookeina insititia,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
623,Cookeina sulcipes,4,0,1,0,5,E1,"(Menolli Jr., N. (pers. obs.); Hongo & Izawa, 1994; Rammeloo & Walleyn, 1993; Van-Dijk, Onguene, & Kuyper, 2003; Villarreal & Perez-Moreno, 1989a)"
624,Cookeina tricholoma,3,0,1,0,4,E1,"(Menolli Jr., N. (pers. obs.); Hongo & Izawa, 1994; Van-Dijk, Onguene, & Kuyper, 2003; Villarreal & Perez-Moreno, 1989a)"
625,Cookeina venezuelae,2,0,0,0,2,E1,"(Ruan-Soto, et al., 2017; Menolli Jr., N. (pers. obs.))"
626,Coprinellus disseminatus,5,4,1,0,10,E2,"(Ao, Seb, Ajungla, & Deb, 2016; Doyungan, 1990; Gerhardt, 2001; Hongo & Izawa, 1994; Mao, 2000; Mendoza, 1938; Rammeloo & Walleyn, 1993; Reudillh, 2004; Wu, et al., 2019)"
627,Coprinellus domesticus,1,0,0,0,1,E1,"(Imazeki, Hongo, & Otani, 2011)"
628,Coprinellus micaceus,5,6,3,1,15,E2,"(Chang & Mao, 1995; Das, 2009; Fischer & Bessette, 1992; Gerhardt, 1994; Gerhardt, 2001; Hongo & Izawa, 1994; Imazeki, Hongo, & Otani, 2011; Locsmándi-Vasas, 1995; Mao, 2000; Obodai & Apetorgbor, 2001; Sergeeva, 2000; Uaciquete, Dai, & Motta, 1996; Vasil'eva, 1978; Wu, et al., 2019; Zerova & Rozhenko, 1988)"
629,Coprinellus radians,2,0,1,0,3,E1,"(Chang & Mao, 1995; Hongo & Izawa, 1994; Mao, 2000)"
630,Coprinopsis acuminata,1,1,0,0,2,E2,"(Gerhardt, 2001; Purkayastha & Chandra, 1985)"
631,Coprinopsis africana,1,0,0,4,5,U,"(Laessoe & del-Conte, 1996; Oso, 1975; Walleyn & Rammeloo, 1994)"
632,Coprinopsis alopecia,0,1,0,0,1,E2,"(Gerhardt, 2001)"
633,Coprinopsis atramentaria,11,6,2,6,25,E2,"(Campos, 1998; Chen et al. 2016; Cooke, 1891; Ertuğ, 2000; Gerhardt, 1994; Gerhardt, 2001; Heleno, et al., 2014; Hongo & Izawa, 1994; Imazeki, Hongo, & Otani, 2011; Iordanov, Vanev, & Fakirova, 1978; Lincoff & Mitchel, 1977; Locsmándi-Vasas, 1995; Mao, 2000; Martins, 2004; Podgornik, 2005; Purkayastha & Chandra, 1985; Sergeeva, 2000; Vasil'eva, 1978; Walleyn & Rammeloo, 1994; Wu, et al., 2019; Zerova & Rozhenko, 1988)"
634,Coprinopsis brunneofibrillosa,1,0,0,0,1,E1,"(Van-Dijk, Onguene, & Kuyper, 2003)"
635,Coprinopsis cinerea,4,0,1,0,5,E1,"(Härkönen, Saarimäki, & Mwasumbi, 1994a; Hongo & Izawa, 1994; Mao, 2000; Timm, 2018; Vidal, 1959)"
636,Coprinopsis friesii,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
637,Coprinopsis kimurae,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
638,Coprinopsis lagopus,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
639,Coprinopsis patouillardii,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
640,Coprinopsis picacea,1,0,0,1,2,E2,"(Laessoe & del-Conte, 1996; Mao, 2000)"
641,Coprinopsis radiata,1,0,0,0,1,E1,"(Imazeki, Hongo, & Otani, 2011)"
642,Coprinopsis tuberosa,1,0,0,0,1,E1,"(Seok, Jin, Kwon, Kim, & Kim, 2013)"
643,Coprinus ater,1,0,0,0,1,E1,"(Crowe, 2016)"
644,Coprinus castaneus,1,0,0,0,1,E1,"(Walleyn & Rammeloo, 1994)"
645,Coprinus comatus,31,3,4,1,39,E1,"(Adhikari & Durrieu, 1996; Afyon, 1997; Arora, 1991; Campos, 1998; Cao et al., 2020; Chang & Mao, 1995; Cooke, 1891; Diamandis, 2002; Doyungan, 1990; Gennari, 2000; Gerhardt, 1994; Gerhardt, 2001; Hongo & Izawa, 1994; Imazeki, Hongo, & Otani, 2011; Iordanov, Vanev, & Fakirova, 1978; Laessoe & del-Conte, 1996; Locsmándi-Vasas, 1995; Mao, 2000; Martínez, Oria-de-Rueda, & Martínez, 1997; Martins, 2004; Mendoza, 1938; Podgornik, 2005; Purkayastha & Chandra, 1985; Reudillh, 2004; Sáenz, Lizano, & Nassar, 1983; Sergeeva, 2000; Timm, 2018; Stojković et al. 2013; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019; MycoWeb, 2020; Ministry of Forestry, 2020; Zerova & Rozhenko, 1988)"
646,Coprinus confertus,2,0,0,0,2,E1,"(Doyungan, 1990; Mendoza, 1938)"
647,Coprinus disseminatoides,1,0,0,0,1,E1,"(Karun & Sridhar, 2017)"
648,Coprinus fuscescens,1,0,0,0,1,E1,"(Wu, et al., 2019)"
649,Coprinus sterquilinus,4,0,1,0,5,E1,"(Chang & Mao, 1995; Cooke, 1891; Hongo & Izawa, 1994; Mao, 2000; Walleyn & Rammeloo, 1994)"
650,Cordierites frondosus,0,0,1,0,1,E3,"(Mao, 2000)"
651,Corditubera bovonei,2,0,0,0,2,E1,"(Walleyn & Rammeloo, 1994; Wu, et al., 2019)"
652,Cordyceps agriotidis,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
653,Cordyceps farinosa,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
654,Cordyceps hawkesii,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
655,Cordyceps militaris,2,0,1,0,3,E1,"(Hongo & Izawa, 1994; Mao, 2000; Wu, et al., 2019)"
656,Cordyceps nakazawae,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
657,Cordyceps ningxiaensis,1,0,0,0,1,E1,"(Wu, et al., 2019)"
658,Cordyceps pruinosa,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
659,Cordyceps roseostromata,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
660,Cordyceps shanxiensis,1,0,0,0,1,E1,"(Wu, et al., 2019)"
661,Cordyceps takaomontana,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
662,Coriolopsis daedaleoides,1,0,1,0,2,E1,"(Cardoso, De Queiroz, Bandeira, & Góes-Neto, 2010; Garibay-Orijel, Rúan-Soto, & Estrada-Martínez, 2010)"
663,Corticium roseocarneum,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
664,Cortinarius alboviolaceus,4,0,1,0,5,E1,"(Hongo & Izawa, 1994; Mao, 2000; Vasil'eva, 1978; Wu, et al., 2019; Yamada, 2002)"
665,Cortinarius allutus,3,0,0,0,3,E1,"(Gerhardt, 2001; Seok, Jin, Kwon, Kim, & Kim, 2013; Yamada, 2002)"
666,Cortinarius anomalus,1,0,1,0,2,E1,"(Hongo & Izawa, 1994; Yamada, 2002)"
667,Cortinarius argutus,1,0,0,0,1,E1,"(Gerhardt, 2001)"
668,Cortinarius armeniacus,2,0,0,0,2,E1,"(Mao, 2000; Vasil'eva, 1978)"
669,Cortinarius armillatus,8,0,0,0,8,E1,"(Cooke, 1891; Gerhardt, 1994; Gerhardt, 2001; Hongo & Izawa, 1994; Seok, Jin, Kwon, Kim, & Kim, 2013; Sergeeva, 2000; Vasil'eva, 1978; Yamada, 2002)"
670,Cortinarius aurantiofulvus,1,0,0,0,1,E1,"(Yamada, 2002)"
671,Cortinarius aureobrunneus,1,0,1,0,2,E1,"(Hongo & Izawa, 1994; Seok, Jin, Kwon, Kim, & Kim, 2013)"
672,Cortinarius austrovenetus,0,0,1,0,1,E3,"(Gerhardt, 2001)"
673,Cortinarius balteatoalbus,1,0,0,0,1,E1,"(Gerhardt, 2001)"
674,Cortinarius bolaris,0,0,1,1,2,P,"(Hongo & Izawa, 1994; Mao, 2000)"
675,Cortinarius bovinus,3,0,0,0,3,E1,"(Mao, 2000; Wu, et al., 2019; Yamada, 2002)"
676,Cortinarius caerulescens,1,0,0,0,1,E1,"(Mao, 2000)"
677,Cortinarius callochrous,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
678,Cortinarius caperatus,17,0,1,0,18,E1,"(Arora, 1991; Gennari, 2000; Gerhardt, 1994; Gerhardt, 2001; Hongo & Izawa, 1994; Iordanov, Vanev, & Fakirova, 1978; Laessoe & del-Conte, 1996; Mao, 2000; Reudillh, 2004; Secretariat of Environment and Natural Resources, 2020; Seok, Jin, Kwon, Kim, & Kim, 2013; Yamada, 2002; Sergeeva, 2000; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019; Zerova & Rozhenko, 1988)"
679,Cortinarius castaneus,1,0,0,0,1,E1,"(Cooke, 1891)"
680,Cortinarius cephalixus,1,0,0,0,1,E1,"(Gerhardt, 2001)"
681,Cortinarius cinnamomeus,4,0,0,4,8,E2,"(Cooke, 1891; Gerhardt, 2001; Laessoe & del-Conte, 1996; Mao, 2000; Martins, 2004; Wu, et al., 2019)"
682,Cortinarius claricolor,7,0,0,0,7,E1,"(Hall, Buchanan, Wang, & Cole, 1998; Mao, 2000; Wang, Liu, & Yu, 2004; Wu, et al., 2019; Yamada, 2002)"
683,Cortinarius collinitus,7,0,0,0,7,E1,"(Cooke, 1891; Gerhardt, 1994; Gerhardt, 2001; Mao, 2000; Vasil'eva, 1978; Wu, et al., 2019; Yamada, 2002)"
684,Cortinarius cotoneus,1,0,0,0,1,E1,"(Wu, et al., 2019)"
685,Cortinarius crassus,1,0,1,0,2,E1,"(Gerhardt, 2001; Zerova & Rozhenko, 1988)"
686,Cortinarius cumatilis,1,0,0,0,1,E1,"(Gerhardt, 2001)"
687,Cortinarius cyanophyllus,1,0,0,0,1,E1,"(Gerhardt, 2001)"
688,Cortinarius dibaphus,1,0,0,0,1,E1,"(Gerhardt, 2001)"
689,Cortinarius elatior,1,0,0,0,1,E1,"(Yamada, 2002)"
690,Cortinarius elegantior,4,0,0,0,4,E1,"(Cooke, 1891; Gerhardt, 1994; Gerhardt, 2001; Wu, et al., 2019)"
691,Cortinarius elegantissimus,1,0,0,0,1,E1,"(Gerhardt, 2001)"
692,Cortinarius emodensis,3,0,0,0,3,E1,"(Wu, et al., 2019)"
693,Cortinarius esculentus,1,0,0,0,1,E1,"(Sergeeva, 2000)"
694,Cortinarius fuscobovinus,1,0,0,0,1,E1,"(Wu, et al., 2019)"
695,Cortinarius galeroides,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
696,Cortinarius gentilis,0,0,1,1,2,P,"(Gerhardt, 2001; Mao, 2000)"
697,Cortinarius glaucopus,3,0,0,0,3,E1,"(Gerhardt, 2001; Montoya-Esquivel, Estrada-Torres, Kong, & Juarez-Sanchez, 2001; Vasil'eva, 1978)"
698,Cortinarius glutinosus,1,0,0,0,1,E1,"(Mao, 2000)"
699,Cortinarius hemitrichus,2,0,1,1,4,U,"(Mao, 2000; Wu, et al., 2019; Yamada, 2002)"
700,Cortinarius illibatus,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
701,Cortinarius iodes,2,0,0,0,2,E1,"(Seok, Jin, Kwon, Kim, & Kim, 2013; Yamada, 2002)"
702,Cortinarius largus,3,0,0,0,3,E1,"(Mao, 2000; Walleyn & Rammeloo, 1994; Yamada, 2002)"
703,Cortinarius latus,0,0,1,0,1,E3,"(Mao, 2000)"
704,Cortinarius lebre,1,0,0,0,1,E1,"(Furci, 2018)"
705,Cortinarius livido-ochraceus,3,0,0,0,3,E1,"(Hongo & Izawa, 1994; Mao, 2000; Park & Lee, 2011)"
706,Cortinarius longipes,1,0,0,0,1,E1,"(Mao, 2000)"
707,Cortinarius magellanicus,2,0,0,0,2,E1,"(Barroetaveña & Toledo, 2019; Furci, 2018)"
708,Cortinarius mucosus,2,0,1,0,3,E1,"(Gerhardt, 2001; Seok, Jin, Kwon, Kim, & Kim, 2013; Zerova & Rozhenko, 1988)"
709,Cortinarius multiformis,2,0,0,0,2,E1,"(Wu, et al., 2019; Yamada, 2002)"
710,Cortinarius nigrosquamosus,1,0,0,0,1,E1,"(Yamada, 2002)"
711,Cortinarius obtusus,2,0,1,0,3,E1,"(Hongo & Izawa, 1994; Seok, Jin, Kwon, Kim, & Kim, 2013; Yamada, 2002)"
712,Cortinarius occidentalis,1,0,0,0,1,E1,"(Gerhardt, 2001)"
713,Cortinarius odorifer,1,0,0,0,1,E1,"(Gerhardt, 2001)"
714,Cortinarius olearioides,2,0,0,0,2,E1,"(Mao, 2000; Yamada, 2002)"
715,Cortinarius orichalceus,1,0,0,0,1,E1,"(Vasil'eva, 1978)"
716,Cortinarius percomis,0,1,0,0,1,E2,"(Gerhardt, 2001)"
717,Cortinarius persplendidus,0,0,1,0,1,E3,"(Robinson, 2003)"
718,Cortinarius pholideus,4,0,1,0,5,E1,"(Hongo & Izawa, 1994; Mao, 2000; Seok, Jin, Kwon, Kim, & Kim, 2013; Wu, et al., 2019; Yamada, 2002)"
719,Cortinarius polymorphus,1,0,1,0,2,E1,"(Mao, 2000; Zerova & Rozhenko, 1988)"
720,Cortinarius praestans,5,0,1,0,6,E1,"(Flores, 2002; Gennari, 2000; Hall, Buchanan, Wang, & Cole, 1998; Iordanov, Vanev, & Fakirova, 1978; Reudillh, 2004; Yamada, 2002)"
721,Cortinarius prasinus,1,0,0,0,1,E1,"(Vasil'eva, 1978)"
722,Cortinarius pseudopurpurascens,1,0,1,0,2,E1,"(Hongo & Izawa, 1994; Yamada, 2002)"
