Code,Updated name,E1,E2,E3,P,Total reports,FES,References
1371,Lactifluus volemoides,2,0,0,0,2,E1,"(De-Kesel, 2002; Karhula, Harkonen, Saarimaki, Verbeken, & Mwasumbi, 1998)"
1372,Lactifluus waltersii,1,0,0,0,1,E1,"(Haro-Luna, Ruan-Soto, & Guzmán-Dávalos, 2019)"
1373,Lactifluus xerampelinus,1,0,0,0,1,E1,"(Karhula, Harkonen, Saarimaki, Verbeken, & Mwasumbi, 1998)"
1374,Lactocollybia aequatorialis,1,0,0,0,1,E1,"(Prance, 1984)"
1375,Lactocollybia cycadicola,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
1376,Lactocollybia epia,1,0,0,0,1,E1,"(Prasher, SHARMA, & Chander, 2007)"
1377,Laeticutis cristata,3,0,0,0,3,E1,"(Yamada, 2002)"
1378,Laetiporus ailaoshanensis,1,0,0,0,1,E1,"(Wu, et al., 2019)"
1379,Laetiporus cremeiporus,1,0,0,0,1,E1,"(Wu, et al., 2019)"
1380,Laetiporus gilbertsonii,2,0,0,0,2,E1,"(Menolli Jr., N. (pers. obs.); Meuninck, 2017)"
1381,Laetiporus medogensis,1,0,0,0,1,E1,"(Wu, et al., 2019)"
1382,Laetiporus miniatus,1,0,0,0,1,E1,"(Mao, 2000)"
1383,Laetiporus montanus,1,0,0,0,1,E1,"(Wu, et al., 2019)"
1384,Laetiporus portentosus,1,0,0,0,1,E1,"(Kalotas, 1997)"
1385,Laetiporus sulphureus,25,4,2,0,31,E2,"(Adhikari, 1999; Arora, 1991; Deschamps, 2002; Doyungan, 1990; Gerhardt, 1994; Gerhardt, 2001; Hongo & Izawa, 1994; Iordanov, Vanev, & Fakirova, 1978; Laessoe & del-Conte, 1996; Legg, 1991; Locsmándi-Vasas, 1995; Luangharn, Hyde, & Chukeatirote, 2014; Mao, 2000; Ministry of Forestry, 2020; MycoWeb, 2020; Podgornik, 2005; Purkayastha & Chandra, 1985; Reudillh, 2004; Saito, 2006; Sergeeva, 2000; Shaw, 1984; Tedder, Mitchell, & Farran. 2000; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019;  Zang, 1984)"
1386,Laetiporus xinjiangensis,1,0,0,0,1,E1,"(Wu, et al., 2019)"
1387,Laetiporus zonatus,1,0,0,0,1,E1,"(Wu, et al., 2019)"
1388,Langermannia pachyderma,1,0,0,0,1,E1,"(Purkayastha & Chandra, 1985)"
1389,Lanmaoa asiatica,1,1,0,0,2,E2,"(Wu, et al., 2019)"
1390,Lanmaoa fragrans,1,0,0,0,1,E1,"(Cooke, 1891)"
1391,Lanmaoa pseudosensibilis,1,0,0,0,1,E1,"(Smith, 2020)"
1392,Lanopila nipponica,3,0,0,0,3,E1,"(Chang & Mao, 1995; Hongo & Izawa, 1994; Wu, et al., 2019)"
1393,Laternea columnata,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
1394,Leccinellum albellum,1,0,0,0,1,E1,"(Hernández, et al., 2017)"
1395,Leccinellum corsicum,2,0,0,0,2,E1,"(Gennari, 2000; Martins, 2004)"
1396,Leccinellum crocipodium,5,0,0,0,5,E1,"(Razaq & Shahzad, 2016; Wu, et al., 2019)"
1397,Leccinellum griseum,7,0,1,0,8,E1,"(Gerhardt, 1994; Gerhardt, 2001; Hongo & Izawa, 1994; Mao, 2000; Park & Lee, 2011; Wu, et al., 2019; Gerhardt, 1994)"
1398,Leccinellum lepidum,4,0,0,0,4,E1,"(Gennari, 2000; Martínez, Oria-de-Rueda, & Martínez, 1997; Martins, 2004; Reudillh, 2004)"
1399,Leccinellum pseudoscabrum,3,0,0,0,3,E1,"(Gennari, 2000; Locsmándi-Vasas, 1995; Reudillh, 2004)"
1400,Leccinum alaskanum,1,0,0,0,1,E1,"(Arora, 1991)"
1401,Leccinum armeniacum,1,0,0,0,1,E1,"(Arora, 1991)"
1402,Leccinum aurantiacum,25,0,2,0,27,E1,"(Arora, 1991; Denchev, 2002; Gennari, 2000; Gerhardt, 1994; Gerhardt, 2001; Iordanov, Vanev, & Fakirova, 1978; Laessoe & del-Conte, 1996; Locsmándi-Vasas, 1995; Malyi, 1987; Mao, 2000; Martínez, Oria-de-Rueda, & Martínez, 1997; Martins, 2004; Podgornik, 2005; Razaq & Shahzad, 2016; Reudillh, 2004; Secretariat of Environment and Natural Resources, 2020; Seok, Jin, Kwon, Kim, & Kim, 2013; Sergeeva, 2000; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019)"
1403,Leccinum duriusculum,5,0,0,0,5,E1,"(Gennari, 2000; Locsmándi-Vasas, 1995; Martins, 2004; Reudillh, 2004; Wu, et al., 2019)"
1404,Leccinum holopus,8,0,0,0,8,E1,"(Arora, 1991; Hongo & Izawa, 1994; Mao, 2000; Park & Lee, 2011; Reudillh, 2004; Sergeeva, 2000; Wu, et al., 2019; Yamada, 2002)"
1405,Leccinum insigne,2,0,0,0,2,E1,"(Arora, 1991; Das & Chakraborty, 2014)"
1406,Leccinum intusrubens,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
1407,Leccinum manzanitae,2,0,0,0,2,E1,"(Arora, 1991; MycoWeb, 2020)"
1408,Leccinum rubropunctum,1,0,0,0,1,E1,"(Wu, et al., 2019)"
1409,Leccinum rugosiceps,3,0,0,0,3,E1,"(Mao, 2000; Montoya-Esquivel, 1998; Wu, et al., 2019)"
1410,Leccinum scabrum,29,1,2,0,32,E2,"(Arora, 1991; Cooke, 1891; Denchev, 2002; El'chibaev, 1964; Gerhardt, 1994; Gerhardt, 2001; Hongo & Izawa, 1994; Iordanov, Vanev, & Fakirova, 1978; Laessoe & del-Conte, 1996; Malyi, 1987; Mao, 2000; Martins, 2004; MycoWeb, 2020; Podgornik, 2005; Razaq & Shahzad, 2016; Reudillh, 2004; Sergeeva, 2000; Vasil'eva, 1978; Wu, et al., 2019; Yamada, 2002; Zerova & Rozhenko, 1988)"
1411,Leccinum schistophilum,1,0,0,0,1,E1,"(Kasper-Pakosz, Pietras, & Łuczaj, 2016)"
1412,Leccinum subradicatum,3,0,0,0,3,E1,"(Mao, 2000; Seok, Jin, Kwon, Kim, & Kim, 2013; Wu, et al., 2019)"
1413,Leccinum variicolor,6,0,0,0,6,E1,"(Gerhardt, 1994; Gerhardt, 2001; Laessoe & del-Conte, 1996; Mao, 2000; Reudillh, 2004; Wu, et al., 2019)"
1414,Leccinum versipelle,17,0,0,0,17,E1,"(Arora, 1991; Cooke, 1891; Gerhardt, 1994; Gerhardt, 2001; Hall, Buchanan, Wang, & Cole, 1998; Hongo & Izawa, 1994; Laessoe & del-Conte, 1996; Mao, 2000; Reudillh, 2004; Sergeeva, 2000; Vasil'eva, 1978; Wu, et al., 2019; Yamada, 2002)"
1415,Leccinum vulpinum,1,0,0,0,1,E1,"(Garibay-Orijel & Ruan-Soto, 2014)"
1416,Lentaria micheneri,1,0,0,0,1,E1,"(Seok, Jin, Kwon, Kim, & Kim, 2013)"
1417,Lentinellus brunnescens,1,0,0,0,1,E1,"(Wu, et al., 2019)"
1418,Lentinellus cochleatus,5,0,1,0,6,E1,"(Chang & Mao, 1995; Gerhardt, 2001; Hongo & Izawa, 1994; Seok, Jin, Kwon, Kim, & Kim, 2013; Sergeeva, 2000; Wu, et al., 2019)"
1419,Lentinellus ursinus,2,0,1,0,3,E1,"(Hongo & Izawa, 1994; Mao, 2000; Wu, et al., 2019)"
1420,Lentinula aciculospora,0,0,1,0,1,E3,"(Mata & Mishra, 2015)"
1421,Lentinula boryana,4,0,0,0,4,E1,"(Henkel, Aime, Chin, & Andrew, 2004; Secretariat of Environment and Natural Resources, 2020; Timm, 2018; Villarreal & Perez-Moreno, 1989a)"
1422,Lentinula edodes,18,0,0,0,18,E1,"(Adhikari, 1999; Boruah, Adhikary, Kalita, & Bordoloi, 1996; Chamberlain, 1996; Chang & Mao, 1995; Gennari, 2000; Gerhardt, 2001; Hongo & Izawa, 1994; Jones, Whalley, & Hywel-Jones, 1994; Longvah & Deosthale, 1998; Mao, 2000; Purkayastha & Chandra, 1985; Reverberi, et al., 2005; Tham, Chuong, Duong, & Thiem, 2011; Wang, Liu, & Yu, 2004; Wu, et al., 2019; Zahid, Barua, & Haque, 2009; Zang, 1984)"
1423,Lentinula lateritia,3,0,0,0,3,E1,"(Lalrinawmi, Vabeikhokhei, & Zothanzama, 2017; Salam & Jamir, 2018; Sillitoe, 1995)"
1424,Lentinula novae-zelandiae,0,0,1,0,1,E3,"(Mata & Mishra, 2015)"
1425,Lentinula raphanica,4,0,0,0,4,E1,"(Sanuma, et al., 2016; Vargas-Isla, Ishikawa, & Py-Daniel, 2013; Vasco-Palacios, Suaza, Castanõ-Betancur, & Franco-Molano, 2008)"
1426,Lentinus araucariae,4,0,0,0,4,E1,"(Doyungan, 1990; Mendoza, 1938; Rammeloo & Walleyn, 1993; Sillitoe, 1995)"
1427,Lentinus arcularius,5,0,1,0,6,E1,"(Menolli Jr., N. (pers. obs.); Adhikari, 1999; Chang & Mao, 1995; Hongo & Izawa, 1994; Remotti & Colan, 1990; Sillitoe, 1995)"
1428,Lentinus badius,1,0,0,0,1,E1,"(Giraldo, Arteaga, & Murillo, 2018)"
1429,Lentinus berteroi,1,0,1,0,2,E1,"(Bouriquet, 1970; Sanuma, et al., 2016)"
1430,Lentinus brumalis,1,0,1,0,2,E1,"(Hongo & Izawa, 1994; Mao, 2000)"
1431,Lentinus brunneofloccosus,1,0,0,0,1,E1,"(Rammeloo & Walleyn, 1993)"
1432,Lentinus cladopus,4,0,0,0,4,E1,"(De Leon, et al., 2013; Mallikarjuna, et al., 2013; Rammeloo & Walleyn, 1993)"
1433,Lentinus concavus,2,1,0,0,3,E2,"(Prance, 1984; Remotti & Colan, 1990; Sanuma, et al., 2016)"
1434,Lentinus connatus,4,0,1,0,5,E1,"(Afiukwa, Ebem, & Igwe, 2015; Mao, 2000; Mendoza, 1938; Salam & Jamir, 2018; Zang, 1984)"
1435,Lentinus crinitus,8,0,0,0,8,E1,"(Fidalgo & Prance, 1976; Henkel, Aime, Chin, & Andrew, 2004; Prance, 1984; Santos, 2017; Sanuma, et al., 2016; Timm, 2018; Zent, Zent, & Iturriaga, 2004)"
1436,Lentinus dicholamellatus,1,0,0,0,1,E1,"(Varghese, Pradeep, & Vrinda, 2010)"
1437,Lentinus elmerianus,2,0,0,0,2,E1,"(Doyungan, 1990; Mendoza, 1938)"
1438,Lentinus exilis,2,0,0,0,2,E1,"(Doyungan, 1990; Mendoza, 1938)"
1439,Lentinus fasciatus,1,0,1,0,2,E1,"(Mortimer, et al., 2014)"
1440,Lentinus glabratus,2,0,0,0,2,E1,"(Fidalgo & Prance, 1976; Prance, 1984)"
1441,Lentinus levis,3,0,0,0,3,E1,"(Haro-Luna, Ruan-Soto, & Guzmán-Dávalos, 2019; Secretariat of Environment and Natural Resources, 2020; Villarreal & Perez-Moreno, 1989a)"
1442,Lentinus patulus,1,0,0,0,1,E1,"(Karun & Sridhar, 2017)"
1443,Lentinus polychrous,7,0,0,0,7,E1,"(Doyungan, 1990; Fangkrathok, Junlatat, & Sripanidkulchai, 2013; Jones, Whalley, & Hywel-Jones, 1994; Lalrinawmi, Vabeikhokhei, & Zothanzama, 2017; Mao, 2000; Mendoza, 1938; Mortimer, et al., 2014)"
1444,Lentinus prolifer,1,0,0,0,1,E1,"(Katende, Segawa, & Birnie, 1999)"
1445,Lentinus ramosii,2,0,0,0,2,E1,"(Doyungan, 1990; Mendoza, 1938)"
1446,Lentinus retinervis,1,0,0,0,1,E1,"(Mao, 2000)"
1447,Lentinus sajor-caju,18,0,0,0,18,E1,"(Chang & Mao, 1995; De Leon, et al., 2013; Härkönen, Niemelä, & Mwasumbi, 2003; Hongo & Izawa, 1994; Kamal, Fauzia, & Abul, 2009; Kanagasabapathy, Malek, Kuppusamy, & Vikineswary, 2011; Mao, 2000; Mendoza, 1938; Prospects of Mushroom in Bangladesh, 2020; Purkayastha & Chandra, 1985; Rammeloo & Walleyn, 1993; Tu, 1987; Van-Dijk, Onguene, & Kuyper, 2003; Wang & Liu, 2002; Wu, et al., 2019; Yongabi, Agho, & Martínez-Carrera, 2004)"
1448,Lentinus scleropus,2,0,0,0,2,E1,"(Gamboa-Trujillo, et al., 2019; Vasco-Palacios, Suaza, Castanõ-Betancur, & Franco-Molano, 2008)"
1449,Lentinus squarrosulus,17,0,0,0,17,E1,"(Alofe, Odeyemi, & Oke, 1996; Boa, 2004; De-Kesel, Codjia, & Yorou, 2002; De Leon, Reyes, & dela Cruz, 2012; Mao, 2000; Mendoza, 1938; Mortimer, et al., 2014; Omar, Abdullah, Kuppusamy, Abdulla, & Sabaratnam, 2011; Oso, 1975; Purkayastha & Chandra, 1985; Rammeloo & Walleyn, 1993; Van-Dijk, Onguene, & Kuyper, 2003; Wang, Liu, & Yu, 2004; Wilson, Cammack, & Shumba, 1989; Wu, et al., 2019)"
1450,Lentinus stuppeus,1,0,0,0,1,E1,"(Mortimer, et al., 2014)"
1451,Lentinus swartzii,1,0,0,0,1,E1,"(Sanuma, et al., 2016)"
1452,Lentinus tigrinus,7,0,1,0,8,E1,"(Chang & Mao, 1995; Cooke, 1891; De Leon, et al., 2013; Hongo & Izawa, 1994; Lalrinawmi, Vabeikhokhei, & Zothanzama, 2017; Locsmándi-Vasas, 1995; Mao, 2000; Wu, et al., 2019)"
1453,Lentinus tricholoma,6,0,0,0,6,E1,"(Fidalgo & Prance, 1976; Prance, 1984; Santos, 2017; Sanuma, et al., 2016; Timm, 2018)"
1454,Lentinus umbrinus,1,0,0,0,1,E1,"(Ellen, 2008)"
1455,Lentinus velutinus,5,0,0,0,5,E1,"(De-Kesel, 2002; Mao, 2000; Prance, 1984; Walleyn & Rammeloo, 1994; Sanuma et al., 2016)"
1456,Lentinus zeyheri,1,0,0,0,1,E1,"(Mortimer, et al., 2014)"
1457,Lenzites betulinus,1,0,1,1,3,U,"(Hongo & Izawa, 1994; Mao, 2000; Sharma, 2018)"
1458,Lenzites styracinus,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
1459,Leotia chlorocephala,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
1460,Leotia lubrica,0,0,3,0,3,E3,"(Hongo & Izawa, 1994)"
1461,Leotia stipitata,0,1,0,0,1,E2,"(Hongo & Izawa, 1994)"
1462,Lepiota aurantioflava,1,0,1,0,2,E1,"(Hongo & Izawa, 1994; Seok, Jin, Kwon, Kim, & Kim, 2013)"
1463,Lepiota candida,0,0,1,0,1,E3,"(Mendoza, 1938)"
1464,Lepiota cinnamomea,1,0,0,0,1,E1,"(Seok, Jin, Kwon, Kim, & Kim, 2013)"
1465,Lepiota clypeolaria,2,0,3,2,7,P,"(Arora, 1991; Chang & Mao, 1995; Hongo & Izawa, 1994; Laessoe & del-Conte, 1996; Mao, 2000; Secretariat of Environment and Natural Resources, 2020; Seok, Jin, Kwon, Kim, & Kim, 2013)"
1466,Lepiota cristata,0,0,1,8,9,P,"(Chang & Mao, 1995; Hongo & Izawa, 1994; Laessoe & del-Conte, 1996; Locsmándi-Vasas, 1995; Mao, 2000; Mendoza, 1938; Reudillh, 2004; Vasil'eva, 1978; Zerova & Rozhenko, 1988)"
1467,Lepiota discipes,1,0,0,0,1,E1,"(Rammeloo & Walleyn, 1993)"
1468,Lepiota erminea,2,0,0,0,2,E1,"(Mao, 2000)"
1469,Lepiota fusciceps,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
1470,Lepiota grassei,1,0,0,0,1,E1,"(Walleyn & Rammeloo, 1994)"
1471,Lepiota henningsii,1,0,0,0,1,E1,"(Rammeloo & Walleyn, 1993)"
1472,Lepiota lilacea,0,0,2,0,2,E3,"(Mendoza, 1938; Zerova & Rozhenko, 1988)"
1473,Lepiota madirokelensis,1,0,0,0,1,E1,"(Rammeloo & Walleyn, 1993)"
1474,Lepiota magnispora,2,0,0,0,2,E1,"(Chang & Mao, 1995; Mao, 2000)"
1475,Lepiota praetervisa,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
1476,Lepiota pseudogranulosa,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
1477,Lepiota rabarijaonae,0,0,1,0,1,E3,"(Walleyn & Rammeloo, 1994)"
1478,Lepiota subcitrophylla,1,0,0,0,1,E1,"(Seok, Jin, Kwon, Kim, & Kim, 2013)"
1479,Lepista amara,1,0,0,0,1,E1,"(Wu, et al., 2019)"
1480,Lepista caffrorum,1,1,0,0,2,E2,"(Rammeloo & Walleyn, 1993; Walleyn & Rammeloo, 1994)"
1481,Lepista diemii,1,0,0,0,1,E1,"(Singer, 1953)"
1482,Lepista fibrosissima,2,0,0,0,2,E1,"(Barroetaveña & Toledo, 2019; Furci, 2018)"
1483,Lepista glaucocana,4,0,0,0,4,E1,"(Gerhardt, 2001; Mao, 2000; Vasil'eva, 1978; Wu, et al., 2019)"
1484,Lepista graveolens,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
1485,Lepista irina,8,0,2,1,11,E1,"(Gerhardt, 1994; Gerhardt, 2001; Ian Robert Hall, Stephenson, Buchanan, Wang, & Cole, 2003; Hongo & Izawa, 1994; Kumar et al., 2013; Laessoe & del-Conte, 1996; Locsmándi-Vasas, 1995; Mao, 2000; Sergeeva, 2000; Villarreal & Perez-Moreno, 1989a; Zerova & Rozhenko, 1988)"
1486,Lepista nuda,28,2,3,0,33,E2,"(Arora, 1991; Chang & Mao, 1995; Cooke, 1891; Denchev, 2002; El'chibaev, 1964; Gamiet, 2003; Gennari, 2000; Gerhardt, 1994; Gerhardt, 2001; Hongo & Izawa, 1994; Iordanov, Vanev, & Fakirova, 1978; Laessoe & del-Conte, 1996; Lincoff & Mitchel, 1977; Locsmándi-Vasas, 1995; Mao, 2000; Martínez, Oria-de-Rueda, & Martínez, 1997; Martins, 2004; Nanaguylan, 2002; MycoWeb, 2020; Podgornik, 2005; Reudillh, 2004; Sabra & Walter, 2001; Sáenz, Lizano, & Nassar, 1983; Secretariat of Environment and Natural Resources, 2020; Seok, Jin, Kwon, Kim, & Kim, 2013; Sergeeva, 2000; Timm, 2018; Villarreal & Perez-Moreno, 1989a; Wang, Liu, & Yu, 2004; Wu, et al., 2019; Zerova & Rozhenko, 1988; Zervakis, 2003)"
1487,Lepista ovispora,1,0,0,0,1,E1,"(Montoya-Esquivel, Estrada-Torres, Kong, & Juarez-Sanchez, 2001)"
1488,Lepista panaeolus,5,0,0,0,5,E1,"(Gennari, 2000; Gerhardt, 2001; Locsmándi-Vasas, 1995; Mao, 2000)"
1489,Lepista personata,15,0,0,0,15,E1,"(Cooke, 1891; Gerhardt, 1994; Gerhardt, 2001; Iordanov, Vanev, & Fakirova, 1978; Laessoe & del-Conte, 1996; Legg, 1991; Locsmándi-Vasas, 1995; Mao, 2000; Martínez, Oria-de-Rueda, & Martínez, 1997; Nanaguylan, 2002; Reudillh, 2004; Seok, Jin, Kwon, Kim, & Kim, 2013; Sergeeva, 2000; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019)"
1490,Lepista sordida,12,0,0,0,12,E1,"(Chang & Mao, 1995; Gennari, 2000; Gerhardt, 2001; Hongo & Izawa, 1994; Imazeki, Hongo, & Otani, 2011; Mao, 2000; Putzke, 2014; Sergeeva, 2000; Thongklang, et al., 2017; Varghese, Pradeep, & Vrinda, 2010; Wu, et al., 2019)"
1491,Lepista tarda,1,0,0,0,1,E1,"(Furci, 2018)"
1492,Leratiomyces squamosus,1,0,0,1,2,U,"(Gerhardt, 2001; Laessoe & del-Conte, 1996)"
1493,Leucangium carthusianum,1,0,0,0,1,E1,"(Hall, Buchanan, Wang, & Cole, 1998)"
1494,Leucoagaricus americanus,4,0,3,2,9,E2,"(Beug, 2016; Chang & Mao, 1995; De-Kesel, Codjia, & Yorou, 2002; Doyungan, 1990; Fischer & Bessette, 1992; Gerhardt, 2001; Mao, 2000; Mendoza, 1938; Wu, et al., 2019)"
1495,Leucoagaricus badhamii,0,0,1,4,5,P,"(Bouriquet, 1970; Karadelev et al., 2003; Laessoe & del-Conte, 1996; Walleyn & Rammeloo, 1994)"
1496,Leucoagaricus bisporus,1,0,0,0,1,E1,"(Rammeloo & Walleyn, 1993)"
1497,Leucoagaricus goossensiae,1,0,0,0,1,E1,"(Degreef, Malaisse, Rammeloo, & Baudart, 1997)"
1498,Leucoagaricus leucothites,17,0,2,1,20,E1,"(Aslim & Ozturk, 2011; Arora, 1991; Chang & Mao, 1995; Cooke, 1891; Emsen & Guven, 2019; Gennari, 2000; Gerhardt, 2001; Laessoe & del-Conte, 1996; Locsmándi-Vasas, 1995; Mao, 2000; MycoWeb, 2020; Rammeloo & Walleyn, 1993; Reudillh, 2004; Sevindik et al., 2018; Uaciquete, Dai, & Motta, 1996; Vasil'eva, 1978; Wu, et al., 2019)  "
1499,Leucoagaricus nympharum,3,0,0,0,3,E1,"(Mao, 2000; Vasil'eva, 1978; Wu, et al., 2019)"
1500,Leucoagaricus purpureolilacinus,1,0,0,0,1,E1,"(Gennari, 2000)"
1501,Leucoagaricus rhodocephalus,1,0,0,0,1,E1,"(Walleyn & Rammeloo, 1994)"
1502,Leucoagaricus roseoalbus,0,0,1,0,1,E3,"(Walleyn & Rammeloo, 1994)"
1503,Leucoagaricus rubrotinctus,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
1504,Leucocalocybe mongolica,5,0,0,0,5,E1,"(Hall, Buchanan, Wang, & Cole, 1998; Liu, 1990; Lu, Bau, & Ohga, 2017; Mao, 2000; Wu, et al., 2019)"
1505,Leucocoprinus birnbaumii,0,0,1,3,4,P,"(Chang & Mao, 1995; Hongo & Izawa, 1994; Mao, 2000; Wu, et al., 2019)"
1506,Leucocoprinus cepistipes,2,0,2,1,5,E2,"(Chang & Mao, 1995; De Leon, et al., 2016; Mao, 2000; Mendoza, 1938; Prance, 1984)"
1507,Leucocoprinus discoideus,1,0,0,0,1,E1,"(Rammeloo & Walleyn, 1993)"
1508,Leucocoprinus fragilissimus,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
1509,Leucocoprinus gandour,1,0,0,0,1,E1,"(Rammeloo & Walleyn, 1993)"
1510,Leucocoprinus imerinensis,1,0,1,0,2,E1,"(Rammeloo & Walleyn, 1993)"
1511,Leucocoprinus nanianae,1,0,0,0,1,E1,"(Walleyn & Rammeloo, 1994)"
1512,Leucocoprinus subglobisporus,0,0,1,0,1,E3,"(Walleyn & Rammeloo, 1994)"
1513,Leucocoprinus tanetensis,1,0,0,0,1,E1,"(Rammeloo & Walleyn, 1993)"
1514,Leucocortinarius bulbiger,4,0,1,0,5,E1,"(Gerhardt, 2001; Hongo & Izawa, 1994; Mao, 2000; Vasil'eva, 1978; Wu, et al., 2019)"
1515,Leucocybe connata,6,1,0,2,9,U,"(Gerhardt, 2001; Hall, Buchanan, Wang, & Cole, 1998; Hongo & Izawa, 1994; Laessoe & del-Conte, 1996; Mao, 2000; Reudillh, 2004; Sergeeva, 2000; Vasil'eva, 1978; Wu, et al., 2019)"
1516,Leucocybe houghtonii,1,0,0,0,1,E1,"(Seok, Jin, Kwon, Kim, & Kim, 2013)"
1517,Leucopaxillus albissimus,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
1518,Leucopaxillus alboalutaceus,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
1519,Leucopaxillus gentianeus,1,0,0,0,1,E1,"(Mao, 2000)"
1520,Leucopaxillus tricolor,2,0,0,0,2,E1,"(Wang, Liu, & Yu, 2004; Wu, et al., 2019)"
1521,Lichenomphalia umbellifera,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
1522,Lignosus rhinocerus,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
1523,Limacella delicata,4,0,0,0,4,E1,"(Chang & Mao, 1995; Hongo & Izawa, 1994; Mao, 2000; Wu, et al., 2019)"
1524,Limacellopsis guttata,5,0,0,0,5,E1,"(Gerhardt, 2001; Laessoe & del-Conte, 1996; Mao, 2000; Reudillh, 2004; Wu, et al., 2019)"
1525,Lopharia cinerascens,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
1526,Lycoperdon asperum,1,0,0,0,1,E1,"(Wu, et al., 2019)"
1527,Lycoperdon atropurpureum,1,0,0,0,1,E1,"(Wu, et al., 2019)"
1528,Lycoperdon candidum,1,0,0,0,1,E1,"(Villarreal & Perez-Moreno, 1989a)"
1529,Lycoperdon caudatum,1,0,0,0,1,E1,"(Mao, 2000)"
1530,Lycoperdon curtisii,2,0,0,0,2,E1,"(Purkayastha & Chandra, 1985; Villarreal & Perez-Moreno, 1989a)"
1531,Lycoperdon echinatum,1,2,0,0,3,E2,"(Gennari, 2000; Gerhardt, 1994; Gerhardt, 2001)"
1532,Lycoperdon endotephrum,1,0,0,0,1,E1,"(Walleyn & Rammeloo, 1994)"
1533,Lycoperdon ericaeum,1,0,0,0,1,E1,"(Seok, Jin, Kwon, Kim, & Kim, 2013)"
1534,Lycoperdon excipuliforme,6,3,0,0,9,E2,"(Gennari, 2000; Gerhardt, 1994; Gerhardt, 2001; Laessoe & del-Conte, 1996; Mao, 2000; Sergeeva, 2000; Vasil'eva, 1978; Wu, et al., 2019)"
1535,Lycoperdon floccosum,1,0,0,0,1,E1,"(Villarreal & Perez-Moreno, 1989a)"
1536,Lycoperdon fuscum,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
1537,Lycoperdon glabrescens,2,0,0,0,2,E1,"(Mao, 2000; Wu, et al., 2019)"
1538,Lycoperdon lividum,0,1,0,0,1,E2,"(Gerhardt, 2001)"
1539,Lycoperdon mammiforme,1,0,0,0,1,E1,"(Gennari, 2000)"
1540,Lycoperdon marginatum,1,0,0,0,1,E1,"(Montoya-Esquivel, 1998)"
1541,Lycoperdon molle,0,1,0,0,1,E2,"(Gerhardt, 2001)"
1542,Lycoperdon muscorum,1,0,0,0,1,E1,"(Purkayastha & Chandra, 1985)"
1543,Lycoperdon nigrescens,1,1,0,0,2,E2,"(Gerhardt, 2001)"
1544,Lycoperdon perlatum,19,4,1,0,24,E2,"(Chang & Mao, 1995; Cooke, 1891; El'chibaev, 1964; Gamiet, 2003; Gennari, 2000; Gerhardt, 1994; Gerhardt, 2001; Hongo & Izawa, 1994; Iordanov, Vanev, & Fakirova, 1978; Laessoe & del-Conte, 1996; Locsmándi-Vasas, 1995; Mao, 2000; Purkayastha & Chandra, 1985; MycoWeb, 2020; Reudillh, 2004; Secretariat of Environment and Natural Resources, 2020; Sergeeva, 2000; Varev, Fakirova, & Iordanov, 1998; Vasil'eva, 1978; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019; Yilmaz, Oder, & Isiloglu, 1997; Zerova & Rozhenko, 1988; Zervakis, 2003)"
1545,Lycoperdon pratense,7,1,1,0,9,E2,"(Gerhardt, 2001; Hall, Buchanan, Wang, & Cole, 1998; Hongo & Izawa, 1994; Laessoe & del-Conte, 1996; Mao, 2000; Martins, 2004; Podgornik, 2005; Rammeloo & Walleyn, 1993; Villarreal & Perez-Moreno, 1989a; Wu, et al., 2019)"
1546,Lycoperdon qudenii,2,0,0,0,2,E1,"(Secretariat of Environment and Natural Resources, 2020; Villarreal & Perez-Moreno, 1989a)"
1547,Lycoperdon radicatum,0,1,0,0,1,E2,"(Gerhardt, 2001)"
1548,Lycoperdon rimulatum,3,0,0,0,3,E1,"(Purkayastha & Chandra, 1985; Seok, Jin, Kwon, Kim, & Kim, 2013; Villarreal & Perez-Moreno, 1989a)"
1549,Lycoperdon spadiceum,0,0,1,0,1,E3,"(Hongo & Izawa, 1994)"
